datasetKey,provenanceType,URL,Note
59a212b2-cc2c-4637-b96f-40fe28883464,professional,https://www.gbif.org/dataset/59a212b2-cc2c-4637-b96f-40fe28883464,
3470d506-e667-4e3f-b178-819669684c05,professional,https://www.gbif.org/dataset/3470d506-e667-4e3f-b178-819669684c05,
375567b6-a497-4beb-b093-44e69cf7a2e8,professional,https://www.gbif.org/dataset/375567b6-a497-4beb-b093-44e69cf7a2e8,
355ffa2e-36ce-44aa-9772-2f433169100c,professional,https://www.gbif.org/dataset/355ffa2e-36ce-44aa-9772-2f433169100c,
83784f5e-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/83784f5e-f762-11e1-a439-00145eb45e9a,
bbf53f93-852f-466d-88ad-b9e1327f9215,professional,https://www.gbif.org/dataset/bbf53f93-852f-466d-88ad-b9e1327f9215,
85877766-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/85877766-f762-11e1-a439-00145eb45e9a,
2247b821-1216-4933-8a6e-cd8b3457e49d,professional,https://www.gbif.org/dataset/2247b821-1216-4933-8a6e-cd8b3457e49d,
8370042a-f762-11e1-a439-00145eb45e9a,mixed,https://www.gbif.org/dataset/8370042a-f762-11e1-a439-00145eb45e9a,
c5c4a23e-2035-4416-ab64-032d6df52ddb,professional,https://www.gbif.org/dataset/c5c4a23e-2035-4416-ab64-032d6df52ddb,
71d58564-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/71d58564-f762-11e1-a439-00145eb45e9a,
f2d34bf6-5f8e-4137-b0e0-f86cb564c67b,professional,https://www.gbif.org/dataset/f2d34bf6-5f8e-4137-b0e0-f86cb564c67b,
24e553dc-33f9-419f-8f08-7230f696e3da,professional,https://www.gbif.org/dataset/24e553dc-33f9-419f-8f08-7230f696e3da,
95ed1fa5-2923-4459-836b-11ad8cc4bf42,professional,https://www.gbif.org/dataset/95ed1fa5-2923-4459-836b-11ad8cc4bf42,
b15d4952-7d20-46f1-8a3e-556a512b04c5,professional,https://www.gbif.org/dataset/b15d4952-7d20-46f1-8a3e-556a512b04c5,
9687731f-4d52-4340-a80a-2799489d2ef3,professional,https://www.gbif.org/dataset/9687731f-4d52-4340-a80a-2799489d2ef3,
765770cf-a2cf-4e5a-84e3-526a50754239,mixed,https://www.gbif.org/dataset/765770cf-a2cf-4e5a-84e3-526a50754239,
d8cd16ba-bb74-4420-821e-083f2bac17c2,professional,https://www.gbif.org/dataset/d8cd16ba-bb74-4420-821e-083f2bac17c2,
93082fdb-1a18-40de-a25c-5d1b594a370d,professional,https://www.gbif.org/dataset/93082fdb-1a18-40de-a25c-5d1b594a370d,
3de5db1c-584b-4e6c-9efd-63bfc3a42dbe,professional,https://www.gbif.org/dataset/3de5db1c-584b-4e6c-9efd-63bfc3a42dbe,
5ba69a5d-a3f6-4e4e-bbf6-52ebf7dc47b3,professional,https://www.gbif.org/dataset/5ba69a5d-a3f6-4e4e-bbf6-52ebf7dc47b3,
e31764d1-2a62-4f67-b26f-3a41414c2b69,professional,https://www.gbif.org/dataset/e31764d1-2a62-4f67-b26f-3a41414c2b69,
27c84cf2-c04f-444a-9884-9d499533c4ba,non-professional,https://www.gbif.org/dataset/27c84cf2-c04f-444a-9884-9d499533c4ba,CitSci project
6720aee6-2aad-446d-bb97-ba009d1b5666,professional,https://www.gbif.org/dataset/6720aee6-2aad-446d-bb97-ba009d1b5666,
83880886-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/83880886-f762-11e1-a439-00145eb45e9a,
89dd4156-7b1b-4f4f-aefe-ad1a712a3149,professional,https://www.gbif.org/dataset/89dd4156-7b1b-4f4f-aefe-ad1a712a3149,
a2aaf6cb-e726-4610-aee7-ef554191be1c,professional,https://www.gbif.org/dataset/a2aaf6cb-e726-4610-aee7-ef554191be1c,
a307e4d7-1de2-4adc-95d5-a0a8d5f57236,professional,https://www.gbif.org/dataset/a307e4d7-1de2-4adc-95d5-a0a8d5f57236,
862f859d-834f-446e-ba05-e82674855b88,professional,https://www.gbif.org/dataset/862f859d-834f-446e-ba05-e82674855b88,
0e0f740e-b9de-41ff-8bdf-17c32a6efb4b,professional,https://www.gbif.org/dataset/0e0f740e-b9de-41ff-8bdf-17c32a6efb4b,
97a775fe-7e13-43bc-a6de-af9218b1dd93,professional,https://www.gbif.org/dataset/97a775fe-7e13-43bc-a6de-af9218b1dd93,
821cc27a-e3bb-4bc5-ac34-89ada245069d,professional,https://www.gbif.org/dataset/821cc27a-e3bb-4bc5-ac34-89ada245069d,
96bb53c5-01ae-48fc-b5c2-26c549a50089,professional,https://www.gbif.org/dataset/96bb53c5-01ae-48fc-b5c2-26c549a50089,
8a863029-f435-446a-821e-275f4f641165,professional,https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165,
680f0b85-4c51-40c1-bddb-50d00a217076,professional,https://www.gbif.org/dataset/680f0b85-4c51-40c1-bddb-50d00a217076,
29f4379a-6f76-4fef-bad7-bea550af9e16,professional,https://www.gbif.org/dataset/29f4379a-6f76-4fef-bad7-bea550af9e16,
50c9509d-22c7-4a22-a47d-8c48425ef4a7,mixed,https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7,Inaturalist - Research-grade 
78b270c5-a5fe-4f1d-b87e-eb0dd7b7ae02,professional,https://www.gbif.org/dataset/78b270c5-a5fe-4f1d-b87e-eb0dd7b7ae02,
07e3124b-b05d-43a9-b83c-e9e0a2dcc77e,professional,https://www.gbif.org/dataset/07e3124b-b05d-43a9-b83c-e9e0a2dcc77e,
5a659248-1f70-11e3-b2c5-00145eb45e9a,professional,https://www.gbif.org/dataset/5a659248-1f70-11e3-b2c5-00145eb45e9a,
01d9d254-b18c-458e-b6e1-fc569edb7f09,professional,https://www.gbif.org/dataset/01d9d254-b18c-458e-b6e1-fc569edb7f09,
dff56954-d92b-4d83-b165-17c07e233b79,professional,https://www.gbif.org/dataset/dff56954-d92b-4d83-b165-17c07e233b79,
6ac3f774-d9fb-4796-b3e9-92bf6c81c084,mixed,https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084,
7f591d18-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/7f591d18-f762-11e1-a439-00145eb45e9a,
bb5b30b4-827e-4d5e-a86a-825d65cb6583,mixed,https://www.gbif.org/dataset/bb5b30b4-827e-4d5e-a86a-825d65cb6583,
7bb56d54-b042-46b3-b66d-b7eaaff9c6c4,professional,https://www.gbif.org/dataset/7bb56d54-b042-46b3-b66d-b7eaaff9c6c4,
427a6290-0c65-11dd-84d2-b8a03c50a862,professional,https://www.gbif.org/dataset/427a6290-0c65-11dd-84d2-b8a03c50a862,
854f602e-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/854f602e-f762-11e1-a439-00145eb45e9a,
ce1685aa-55c7-4bac-9238-00026b5ca9a8,professional,https://www.gbif.org/dataset/ce1685aa-55c7-4bac-9238-00026b5ca9a8,
96275bf2-8999-4869-95d5-4903a84391b0,professional,https://www.gbif.org/dataset/96275bf2-8999-4869-95d5-4903a84391b0,
95e635d4-f762-11e1-a439-00145eb45e9a,mixed,https://www.gbif.org/dataset/95e635d4-f762-11e1-a439-00145eb45e9a,El Banco de Datos de Biodiversidad de la Comunidad Valenciana
fafddb24-9d6f-4bd2-ac4c-9003ff06aa91,professional,https://www.gbif.org/dataset/fafddb24-9d6f-4bd2-ac4c-9003ff06aa91,
c737e40d-7e30-48f9-9319-9d6335fd2c97,professional,https://www.gbif.org/dataset/c737e40d-7e30-48f9-9319-9d6335fd2c97,
1933e8e0-3331-11de-8db8-b8a03c50a862,professional,https://www.gbif.org/dataset/1933e8e0-3331-11de-8db8-b8a03c50a862,
6ecf46f8-546b-40d2-80a3-8d72fb14d529,professional,https://www.gbif.org/dataset/6ecf46f8-546b-40d2-80a3-8d72fb14d529,
7d6fccd6-0489-4c02-bc39-3500afcbe9fe,professional,https://www.gbif.org/dataset/7d6fccd6-0489-4c02-bc39-3500afcbe9fe,
7d515e86-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/7d515e86-f762-11e1-a439-00145eb45e9a,
1ed27efd-2a72-4d9b-a2c3-311ce3da5937,professional,https://www.gbif.org/dataset/1ed27efd-2a72-4d9b-a2c3-311ce3da5937,Minuartia
9666593a-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/9666593a-f762-11e1-a439-00145eb45e9a,
1ffd6c47-a814-43e6-b4d5-7eabf86c6a6f,professional,https://www.gbif.org/dataset/1ffd6c47-a814-43e6-b4d5-7eabf86c6a6f,
d135ba77-9d68-466b-bff9-8d1a0c53b7d7,professional,https://www.gbif.org/dataset/d135ba77-9d68-466b-bff9-8d1a0c53b7d7,
7f50181c-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/7f50181c-f762-11e1-a439-00145eb45e9a,
aba7811f-91ce-4166-a7a9-13c49587e803,professional,https://www.gbif.org/dataset/aba7811f-91ce-4166-a7a9-13c49587e803,
cad5cf4a-da40-4168-afc0-db34eab51365,professional,https://www.gbif.org/dataset/cad5cf4a-da40-4168-afc0-db34eab51365,
85facc5c-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/85facc5c-f762-11e1-a439-00145eb45e9a,
9b8b3ebb-b4b0-4f47-89ea-4a3fec317c83,professional,https://www.gbif.org/dataset/9b8b3ebb-b4b0-4f47-89ea-4a3fec317c83,
32920bfb-a28c-4cfd-a30f-b78eb1320d81,professional,https://www.gbif.org/dataset/32920bfb-a28c-4cfd-a30f-b78eb1320d81,
ee593a8a-d9a4-4600-80c3-78f3fe2b620f,professional,https://www.gbif.org/dataset/ee593a8a-d9a4-4600-80c3-78f3fe2b620f,
6bd8ad26-218d-4657-8549-c30d69356664,non-professional,https://www.gbif.org/dataset/6bd8ad26-218d-4657-8549-c30d69356664,Xeno-canto sounds
7b75fe0a-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/7b75fe0a-f762-11e1-a439-00145eb45e9a,
49304fda-fd0b-4ae8-9747-89c508d60aee,professional,https://www.gbif.org/dataset/49304fda-fd0b-4ae8-9747-89c508d60aee,
dad0392e-2b02-4b2e-996a-32bb047a73df,non-professional,https://www.gbif.org/dataset/dad0392e-2b02-4b2e-996a-32bb047a73df,
b84a3711-b4ca-4e4f-adac-80dfaea98d1c,professional,https://www.gbif.org/dataset/b84a3711-b4ca-4e4f-adac-80dfaea98d1c,not clear
9b73aa44-609b-44e6-a0fc-2df9eb32cee1,professional,https://www.gbif.org/dataset/9b73aa44-609b-44e6-a0fc-2df9eb32cee1,
8a6c6dcf-1911-46fc-8ea0-48fe55c5ed11,professional,https://www.gbif.org/dataset/8a6c6dcf-1911-46fc-8ea0-48fe55c5ed11,
393b8c26-e4e0-4dd0-a218-93fc074ebf4e,professional,https://www.gbif.org/dataset/393b8c26-e4e0-4dd0-a218-93fc074ebf4e,
efd57d4b-2a63-477a-a6ea-7211f37e9d66,professional,https://www.gbif.org/dataset/efd57d4b-2a63-477a-a6ea-7211f37e9d66,
1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,professional,https://www.gbif.org/dataset/1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,
7a25f7aa-03fb-4322-aaeb-66719e1a9527,professional,https://www.gbif.org/dataset/7a25f7aa-03fb-4322-aaeb-66719e1a9527,
609217ee-054d-441d-a850-356cbc2fb385,professional,https://www.gbif.org/dataset/609217ee-054d-441d-a850-356cbc2fb385,
cb7e5ce9-3ee3-47fb-a29e-4fadbf2d0962,professional,https://www.gbif.org/dataset/cb7e5ce9-3ee3-47fb-a29e-4fadbf2d0962,
41fc5c40-5e81-496f-9733-6b5681b3b7a5,professional,https://www.gbif.org/dataset/41fc5c40-5e81-496f-9733-6b5681b3b7a5,
4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,professional,https://www.gbif.org/dataset/4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,
3855e887-6d48-43a5-ac36-59efa6e18d7d,professional,https://www.gbif.org/dataset/3855e887-6d48-43a5-ac36-59efa6e18d7d,
dad5e059-3864-48e3-b518-577a80927c97,professional,https://www.gbif.org/dataset/dad5e059-3864-48e3-b518-577a80927c97,
8a87a58e-5aad-41da-ad0c-07f6888f8796,professional,https://www.gbif.org/dataset/8a87a58e-5aad-41da-ad0c-07f6888f8796,
3ccfe992-043a-4fff-951d-1e6e158854da,mixed,https://www.gbif.org/dataset/3ccfe992-043a-4fff-951d-1e6e158854da,"Mammalnet (IMammalia, citsci)"
ed3dff78-fb73-4b77-909a-b78f9ef78d34,professional,https://www.gbif.org/dataset/ed3dff78-fb73-4b77-909a-b78f9ef78d34,
5288f839-b9f7-493d-a0dd-4dddf22938ba,professional,https://www.gbif.org/dataset/5288f839-b9f7-493d-a0dd-4dddf22938ba,
71cfcf5c-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/71cfcf5c-f762-11e1-a439-00145eb45e9a,
f3278405-0943-41a0-9f04-3a7733ec344d,mixed,https://www.gbif.org/dataset/f3278405-0943-41a0-9f04-3a7733ec344d,"www.ornitho.cat, citsci"
f351577b-9f46-4130-accf-41d55c3ed508,professional,https://www.gbif.org/dataset/f351577b-9f46-4130-accf-41d55c3ed508,not clear
c7883ca0-7041-4b3f-ab55-f528f4c07e24,professional,https://www.gbif.org/dataset/c7883ca0-7041-4b3f-ab55-f528f4c07e24,
7d8ed137-1d30-42f1-8b78-12a4957e4690,professional,https://www.gbif.org/dataset/7d8ed137-1d30-42f1-8b78-12a4957e4690,
4c7fe8ad-42db-4ebb-a51f-62ceea85989a,professional,https://www.gbif.org/dataset/4c7fe8ad-42db-4ebb-a51f-62ceea85989a,
f2ab6184-eff7-4069-a9bb-e4f366aeefff,professional,https://www.gbif.org/dataset/f2ab6184-eff7-4069-a9bb-e4f366aeefff,
07e9980a-a9f6-4a35-9df6-26371459e570,professional,https://www.gbif.org/dataset/07e9980a-a9f6-4a35-9df6-26371459e570,
8855595b-a836-4557-b17b-794aadda747a,professional,https://www.gbif.org/dataset/8855595b-a836-4557-b17b-794aadda747a,
3d3e91d6-b49e-49d5-84d2-32df553ee633,professional,https://www.gbif.org/dataset/3d3e91d6-b49e-49d5-84d2-32df553ee633,
009a76f6-0960-4a56-a116-63991e6bb037,professional,https://www.gbif.org/dataset/009a76f6-0960-4a56-a116-63991e6bb037,
512c11b0-a103-11de-88ae-b8a03c50a862,professional,https://www.gbif.org/dataset/512c11b0-a103-11de-88ae-b8a03c50a862,
a6f9f411-ab90-4d94-82de-f5edf8c3fa2a,professional,https://www.gbif.org/dataset/a6f9f411-ab90-4d94-82de-f5edf8c3fa2a,
fb390f93-aacc-48be-b2fc-8f2b1d9c72b9,professional,https://www.gbif.org/dataset/fb390f93-aacc-48be-b2fc-8f2b1d9c72b9,
0daed095-478a-4af6-abf5-18acb790fbb2,professional,https://www.gbif.org/dataset/0daed095-478a-4af6-abf5-18acb790fbb2,
7e380070-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/7e380070-f762-11e1-a439-00145eb45e9a,
4cacb0be-46e8-446a-aa83-bb9e5bcc4d48,professional,https://www.gbif.org/dataset/4cacb0be-46e8-446a-aa83-bb9e5bcc4d48,
71f4c974-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/71f4c974-f762-11e1-a439-00145eb45e9a,
00fd8b78-ed3f-45a8-a5aa-3d26e089a89d,professional,https://www.gbif.org/dataset/00fd8b78-ed3f-45a8-a5aa-3d26e089a89d,
23bb2c4c-b027-4eb5-b751-57e5d7ea4af6,professional,https://www.gbif.org/dataset/23bb2c4c-b027-4eb5-b751-57e5d7ea4af6,
d0d5ef85-71b2-4da6-b6f6-c1c3d60987d3,professional,https://www.gbif.org/dataset/d0d5ef85-71b2-4da6-b6f6-c1c3d60987d3,not clear
636308c6-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/636308c6-f762-11e1-a439-00145eb45e9a,
c5e5ebd4-6771-4abb-8d1d-b09be1b911e0,professional,https://www.gbif.org/dataset/c5e5ebd4-6771-4abb-8d1d-b09be1b911e0,
f5aa5a9f-30b8-4dc5-a5b5-b6ff106354f8,professional,https://www.gbif.org/dataset/f5aa5a9f-30b8-4dc5-a5b5-b6ff106354f8,
5d7785e5-a75b-4686-b613-a7ce0fd5badd,professional,https://www.gbif.org/dataset/5d7785e5-a75b-4686-b613-a7ce0fd5badd,
ef448f77-16de-4e3f-9e3c-247f4f76efff,professional,https://www.gbif.org/dataset/ef448f77-16de-4e3f-9e3c-247f4f76efff,
7eae7e08-1387-11e2-bb2e-00145eb45e9a,professional,https://www.gbif.org/dataset/7eae7e08-1387-11e2-bb2e-00145eb45e9a,
5136e139-312d-47d0-a665-dc8e6b351254,professional,https://www.gbif.org/dataset/5136e139-312d-47d0-a665-dc8e6b351254,
84a4404a-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/84a4404a-f762-11e1-a439-00145eb45e9a,
179e86ce-e2c3-493a-9046-77a4d309db40,professional,https://www.gbif.org/dataset/179e86ce-e2c3-493a-9046-77a4d309db40,
3959ee49-7678-4a88-9049-5dfc55ccebf3,professional,https://www.gbif.org/dataset/3959ee49-7678-4a88-9049-5dfc55ccebf3,
9df2ca9d-fd6a-4d10-b73b-67fe59a17528,professional,https://www.gbif.org/dataset/9df2ca9d-fd6a-4d10-b73b-67fe59a17528,
96ca66b4-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/96ca66b4-f762-11e1-a439-00145eb45e9a,
e6c97f6e-e952-11e2-961f-00145eb45e9a,mixed,https://www.gbif.org/dataset/e6c97f6e-e952-11e2-961f-00145eb45e9a,Citsci project Anymals+plants (invalid URL)
7b9e97de-f762-11e1-a439-00145eb45e9a,professional,https://www.gbif.org/dataset/7b9e97de-f762-11e1-a439-00145eb45e9a,
8670893a-08ad-4735-8c18-eb088443ccd6,professional,https://www.gbif.org/dataset/8670893a-08ad-4735-8c18-eb088443ccd6,
d388f895-ecea-4224-af6a-25fa72b23124,professional,https://www.gbif.org/dataset/d388f895-ecea-4224-af6a-25fa72b23124,
87033e79-02a7-487d-9515-9e4f07ca695f,professional,https://www.gbif.org/dataset/87033e79-02a7-487d-9515-9e4f07ca695f,
792ec010-bfd7-4cae-b05e-8ad1553bac9e,professional,https://www.gbif.org/dataset/792ec010-bfd7-4cae-b05e-8ad1553bac9e,
d436cc89-f949-436a-a4c9-4b12552f760d,professional,https://www.gbif.org/dataset/d436cc89-f949-436a-a4c9-4b12552f760d,
20ab8294-5253-46ca-bdb2-eab1b5e75657,professional,https://www.gbif.org/dataset/20ab8294-5253-46ca-bdb2-eab1b5e75657,
